paper_id,title,first_author,publication_year,journal,doi,abstract_or_summary,source_api,is_open_access,has_abstract,has_fulltext,document_type,retrieval_query,retrieval_date,screening_status,screening_notes,normalized_title,dedup_key_doi,dedup_key_title_year,duplicate_resolution_basis,master_screening_bucket,non_target_flag,journal_impact_factor_year,journal_impact_factor,journal_quartile,journal_metrics_source,journal_metrics_notes,needs_manual_journal_check,relevance_score,extractability_score,journal_quality_score,priority_score,likely_ni_based,likely_contains_conditions,likely_contains_performance,exclude_reason,priority_rationale,final_priority_label,priority_rank
paper_0191,Supported catalysts for induction-heated steam reforming of methane,Canio Scarfiello,2020.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.09.262,"Ni60Co40 nanoparticles supported on γ-Al2O3 capable of simultaneously catalysing the steam reforming reaction of methane and supplying in-situ the heat necessary to activate the reaction by induction heating, have been synthesized and characterized. Energy is remotely and promptly supplied by an alternating radiofrequency magnetic field (induction heating system) to supported nanoparticles that act as dissipating agents by virtue of their ferromagnetic properties. The temperature reached on the Ni–Co based catalyst surface is high enough to obtain good catalytic performances for the steam methane reforming (SMR). By varying synthesis conditions, samples with two different metal loading (17 wt% and 30 wt%) and different particle size distribution were prepared and characterized. Experimental results evidence that the temperature reached on the catalyst surface is related to the metal loading and to the particles size distribution that strongly affect the ability of ferromagnetic nanoparticles to convert the externally applied radio frequency field into heat. Catalyst pellets proved their effectiveness reaching the temperature of 720 °C during SMR reaction and 80% methane conversion.",openalex,yes,yes,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,supported catalysts for induction heated steam reforming of methane,10.1016/j.ijhydene.2020.09.262,supported catalysts for induction heated steam reforming of methane::2020.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,75,100,85,85.0,no,yes,yes,,期刊IF>=6，高优先；更可能包含条件字段；更可能包含性能字段,medium_priority,11
paper_0202,"Hydrogen production by steam reforming of methane over hollow, bulk, and co-precipitated Ni–Ce–Al2O3 catalysts: Optimization via design of experiments",Maryam Meshksar,2023.0,Journal of the Energy Institute,10.1016/j.joei.2023.101344,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hydrogen production by steam reforming of methane over hollow bulk and co precipitated ni ce al2o3 catalysts optimization via design of experiments,10.1016/j.joei.2023.101344,hydrogen production by steam reforming of methane over hollow bulk and co precipitated ni ce al2o3 catalysts optimization via design of experiments::2023.0,,candidate,no,2025.0,6.2,,manual_lookup,Official Elsevier journal page surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-the-energy-institute,no,75,65,85,78.0,no,no,yes,,期刊IF>=6，高优先；更可能包含性能字段,medium_priority,12
paper_0193,Ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,Eugenio Meloni,2020.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2020.06.299,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production,10.1016/j.ijhydene.2020.06.299,ultracompact methane steam reforming reactor based on microwaves susceptible structured catalysts for distributed hydrogen production::2020.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,75,65,85,78.0,no,no,yes,,期刊IF>=6，高优先；更可能包含性能字段,medium_priority,13
paper_0099,Catalytic performance of Ni catalysts for steam reforming of methane at high space velocity,Xuli Zhai,2010.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.10.053,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalytic performance of ni catalysts for steam reforming of methane at high space velocity,10.1016/j.ijhydene.2010.10.053,catalytic performance of ni catalysts for steam reforming of methane at high space velocity::2010.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,75,65,85,78.0,no,no,yes,,期刊IF>=6，高优先；更可能包含性能字段,medium_priority,14
paper_0007,Carbon deposition and methane steam reforming on silica-supported Ni$z.sbnd;Cu catalysts,C. A. Bernardo,1985.0,Journal of Catalysis,10.1016/0021-9517(85)90320-3,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,carbon deposition and methane steam reforming on silica supported ni z sbnd cu catalysts,10.1016/0021-9517(85)90320-3,carbon deposition and methane steam reforming on silica supported ni z sbnd cu catalysts::1985.0,,candidate,no,2025.0,6.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-catalysis,no,75,65,85,78.0,no,no,yes,,期刊IF>=6，高优先；更可能包含性能字段,medium_priority,15
paper_0056,Kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,D.L. Hoang,2005.0,Chemical Engineering Journal,10.1016/j.cej.2005.06.004,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support,10.1016/j.cej.2005.06.004,kinetic and modelling study of methane steam reforming over sulfide nickel catalyst on a gamma alumina support::2005.0,,candidate,no,2025.0,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no,95,50,100,88.5,yes,no,no,,期刊IF>=10，最高优先；存在Ni-based信号,low_priority,16
paper_0037,The kinetics of methane steam reforming over a Ni/α-Al2O catalyst,Kaihu Hou,2001.0,Chemical Engineering Journal,10.1016/s1385-8947(00)00367-3,,crossref;openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,the kinetics of methane steam reforming over a ni al2o catalyst,10.1016/s1385-8947(00)00367-3,the kinetics of methane steam reforming over a ni al2o catalyst::2001.0,,candidate,no,2025.0,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no,95,50,100,88.5,yes,no,no,,期刊IF>=10，最高优先；存在Ni-based信号,low_priority,17
paper_0148,Catalyst development for steam reforming of methane and model biogas at low temperature,Sofia Angeli,2015.0,Applied Catalysis B: Environmental,10.1016/j.apcatb.2015.07.039,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,catalyst development for steam reforming of methane and model biogas at low temperature,10.1016/j.apcatb.2015.07.039,catalyst development for steam reforming of methane and model biogas at low temperature::2015.0,,candidate,no,2025.0,21.1,,manual_lookup,Current official ScienceDirect journal title is Applied Catalysis B: Environment and Energy; metric captured on 2026-04-27; https://www.sciencedirect.com/journal/applied-catalysis-b-environment-and-energy,no,75,70,100,86.5,no,yes,no,,期刊IF>=10，最高优先；更可能包含条件字段,low_priority,18
paper_0103,H2 production by low pressure methane steam reforming in a Pd–Ag membrane reactor over a Ni-based catalyst: Experimental and modeling,Adolfo Iulianelli,2010.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2010.06.049,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,h2 production by low pressure methane steam reforming in a pd ag membrane reactor over a ni based catalyst experimental and modeling,10.1016/j.ijhydene.2010.06.049,h2 production by low pressure methane steam reforming in a pd ag membrane reactor over a ni based catalyst experimental and modeling::2010.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,95,70,85,85.0,yes,yes,no,,期刊IF>=6，高优先；存在Ni-based信号；更可能包含条件字段,low_priority,19
paper_0188,Modeling of low temperature steam reforming of flare gas to methane-rich fuel gas on Ni catalyst in different types of reactors,Shigarov,2020.0,Chemical Engineering Journal,10.1016/j.cej.2020.125313,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,modeling of low temperature steam reforming of flare gas to methane rich fuel gas on ni catalyst in different types of reactors,10.1016/j.cej.2020.125313,modeling of low temperature steam reforming of flare gas to methane rich fuel gas on ni catalyst in different types of reactors::2020.0,,candidate,no,2025.0,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no,65,70,100,83.5,no,yes,no,,期刊IF>=10，最高优先；更可能包含条件字段,low_priority,20
paper_0107,Preparation of supported Ni catalysts on various metal oxides with core/shell structures and their tests for the steam reforming of methane,Hyowon Kim,2010.0,Chemical Engineering Journal,10.1016/j.cej.2010.11.045,,openalex,no,no,yes,journal_article,SRM catalyst methane || methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,preparation of supported ni catalysts on various metal oxides with core shell structures and their tests for the steam reforming of methane,10.1016/j.cej.2010.11.045,preparation of supported ni catalysts on various metal oxides with core shell structures and their tests for the steam reforming of methane::2010.0,,candidate,no,2025.0,13.2,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/chemical-engineering-journal,no,75,50,100,82.5,no,no,no,,期刊IF>=10，最高优先,low_priority,21
paper_0161,Kinetic assessment of Ni-based catalysts in low-temperature methane/biogas steam reforming,Luca Turchetti,2016.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2016.07.245,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,kinetic assessment of ni based catalysts in low temperature methane biogas steam reforming,10.1016/j.ijhydene.2016.07.245,kinetic assessment of ni based catalysts in low temperature methane biogas steam reforming::2016.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,85,70,85,82.0,yes,yes,no,,期刊IF>=6，高优先；存在Ni-based信号；更可能包含条件字段,low_priority,22
paper_0208,Steam reforming of methane over nickel-aluminum spinel-derived catalyst,Xi Ding,2023.0,International Journal of Hydrogen Energy,10.1016/j.ijhydene.2023.09.167,,openalex,no,no,yes,journal_article,SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane over nickel aluminum spinel derived catalyst,10.1016/j.ijhydene.2023.09.167,steam reforming of methane over nickel aluminum spinel derived catalyst::2023.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,95,50,85,81.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,23
paper_0199,Hollow sphere Ni-based catalysts promoted with cerium for steam reforming of methane,Maryam Meshksar,2022.0,Journal of the Energy Institute,10.1016/j.joei.2022.10.006,,openalex,no,no,yes,journal_article,Ni-based steam reforming of methane catalyst || SRM catalyst methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,hollow sphere ni based catalysts promoted with cerium for steam reforming of methane,10.1016/j.joei.2022.10.006,hollow sphere ni based catalysts promoted with cerium for steam reforming of methane::2022.0,,candidate,no,2025.0,6.2,,manual_lookup,Official Elsevier journal page surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-the-energy-institute,no,95,50,85,81.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,24
paper_0070,Theoretical and experimental study of methane steam reforming reactions over nickel catalyst,Carolina Pistonesi,2006.0,Applied Surface Science,10.1016/j.apsusc.2006.09.054,,openalex,no,no,yes,journal_article,methane steam reforming catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,theoretical and experimental study of methane steam reforming reactions over nickel catalyst,10.1016/j.apsusc.2006.09.054,theoretical and experimental study of methane steam reforming reactions over nickel catalyst::2006.0,,candidate,no,2025.0,6.9,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/applied-surface-science,no,95,50,85,81.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,25
paper_0060,Steam reforming of methane over unsupported nickel catalysts,Souad Rakass,2005.0,Journal of Power Sources,10.1016/j.jpowsour.2005.09.019,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,steam reforming of methane over unsupported nickel catalysts,10.1016/j.jpowsour.2005.09.019,steam reforming of methane over unsupported nickel catalysts::2005.0,,candidate,no,2025.0,7.9,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-power-sources,no,95,50,85,81.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,26
paper_0031,Stoichiometric consideration of steam reforming of methane on Ni/Al2O3 catalyst at 650°C by using a solar furnace simulator,Yokota,2000.0,International Journal of Hydrogen Energy,10.1016/s0360-3199(99)00011-7,,crossref,unclear,no,yes,journal_article,Ni-based steam reforming of methane catalyst,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,stoichiometric consideration of steam reforming of methane on ni al2o3 catalyst at 650 c by using a solar furnace simulator,10.1016/s0360-3199(99)00011-7,stoichiometric consideration of steam reforming of methane on ni al2o3 catalyst at 650 c by using a solar furnace simulator::2000.0,,candidate,no,2025.0,8.3,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/international-journal-of-hydrogen-energy,no,95,50,85,81.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,27
paper_0006,Sulfur-passivated nickel catalysts for carbon-free steam reforming of methane,J.R. Rostrup-Nielsen,1984.0,Journal of Catalysis,10.1016/0021-9517(84)90107-6,,openalex,no,no,yes,journal_article,methane steam reforming catalyst || steam reforming of methane,2026-04-24,pending_manual_screen,journal_article_candidate_after_auto_screening,sulfur passivated nickel catalysts for carbon free steam reforming of methane,10.1016/0021-9517(84)90107-6,sulfur passivated nickel catalysts for carbon free steam reforming of methane::1984.0,,candidate,no,2025.0,6.5,,manual_lookup,Official ScienceDirect journal homepage surfaced via search on 2026-04-27; https://www.sciencedirect.com/journal/journal-of-catalysis,no,95,50,85,81.0,yes,no,no,,期刊IF>=6，高优先；存在Ni-based信号,low_priority,28
